Time,Behavior,colony_id
0.815173800329648,Transport,L_retractus.csv
0.830363618203724,Reverse tandem run,L_retractus.csv
0.840718408347043,Transport,L_retractus.csv
0.861034607561723,Transport,L_retractus.csv
0.863067025291917,Brood transport,L_retractus.csv
0.867094885386338,Transport,L_retractus.csv
0.919834184661728,Transport,L_retractus.csv
0.933567848185591,Transport,L_retractus.csv
0.940431918301932,Transport,L_retractus.csv
0.946759615474605,Transport,L_retractus.csv
0.955582152589204,Transport,L_retractus.csv
0.957307874234046,Transport,L_retractus.csv
0.9856155086652,Transport,L_retractus.csv
1,Transport,L_retractus.csv
0,Brood transport,L_sp_b.csv
0.0523079036650273,Brood transport,L_sp_b.csv
0.127902891265093,Brood transport,L_sp_b.csv
0.197784671455044,Brood transport,L_sp_b.csv
0.237454985594601,Brood transport,L_sp_b.csv
0.241999654175671,Brood transport,L_sp_b.csv
0.244363576644699,Brood transport,L_sp_b.csv
0.250875811956837,Brood transport,L_sp_b.csv
0.307924193412126,Brood transport,L_sp_b.csv
0.343847287766109,Brood transport,L_sp_b.csv
0.346811270714917,Brood transport,L_sp_b.csv
0.38470509001302,Brood transport,L_sp_b.csv
0.391024674329018,Brood transport,L_sp_b.csv
0.396357317066431,Brood transport,L_sp_b.csv
0.412931619160563,Brood transport,L_sp_b.csv
0.44155292493954,Brood transport,L_sp_b.csv
0.449650583203518,Brood transport,L_sp_b.csv
0.501366321921394,Brood transport,L_sp_b.csv
0.511627356125631,Brood transport,L_sp_b.csv
0.536101928168023,Brood transport,L_sp_b.csv
0.547943648004523,Brood transport,L_sp_b.csv
0.550517591641474,Brood transport,L_sp_b.csv
0.568873125896636,Brood transport,L_sp_b.csv
0.604005087881226,Brood transport,L_sp_b.csv
0.611305297349707,Brood transport,L_sp_b.csv
0.628282271607902,Brood transport,L_sp_b.csv
0.631835261290809,Brood transport,L_sp_b.csv
0.64802110317961,Brood transport,L_sp_b.csv
0.650609258775293,Transport,L_sp_b.csv
0.671925617766212,Brood transport,L_sp_b.csv
0.697293174548909,Brood transport,L_sp_b.csv
0.70974916682392,Brood transport,L_sp_b.csv
0.710909810120336,Brood transport,L_sp_b.csv
0.723741629748472,Brood transport,L_sp_b.csv
0.730452832482853,Brood transport,L_sp_b.csv
0.755524306791974,Brood transport,L_sp_b.csv
0.779806227838227,Brood transport,L_sp_b.csv
0.782364380409921,Brood transport,L_sp_b.csv
0.796577918248076,Brood transport,L_sp_b.csv
0.81355173429322,Brood transport,L_sp_b.csv
0.82204101097558,Brood transport,L_sp_b.csv
0.824614954612531,Brood transport,L_sp_b.csv
0.845926576283873,Brood transport,L_sp_b.csv
0.849476407753729,Brood transport,L_sp_b.csv
0.858952626014675,Brood transport,L_sp_b.csv
0.870993313273417,Brood transport,L_sp_b.csv
0.912053241155622,Brood transport,L_sp_b.csv
0.915010907678327,Brood transport,L_sp_b.csv
0.925868844149292,Brood transport,L_sp_b.csv
1,Transport,L_sp_b.csv
0,Transport,L_sp_w.csv
0.116784901664903,Transport,L_sp_w.csv
0.170948919637435,Transport,L_sp_w.csv
0.276384886229702,Transport,L_sp_w.csv
0.302364767662982,Transport,L_sp_w.csv
0.360089713724399,Transport,L_sp_w.csv
0.381246771639577,Transport,L_sp_w.csv
0.417895897688984,Transport,L_sp_w.csv
0.553973108900087,Transport,L_sp_w.csv
0.598066334809832,Reverse tandem run,L_sp_w.csv
0.677611781662304,Transport,L_sp_w.csv
0.688773869557653,Transport,L_sp_w.csv
0.711027639165605,Transport,L_sp_w.csv
0.744624927985983,Reverse tandem run,L_sp_w.csv
0.79455780516849,Transport,L_sp_w.csv
0.79565722479137,Tandem run,L_sp_w.csv
0.814783335127337,Reverse tandem run,L_sp_w.csv
0.835174048822626,Reverse tandem run,L_sp_w.csv
0.89493569681473,Tandem run,L_sp_w.csv
0.940634725277105,Reverse tandem run,L_sp_w.csv
0.940634725277105,Reverse tandem run,L_sp_w.csv
0.942708322755481,Transport,L_sp_w.csv
1,Transport,L_sp_w.csv
